时间,PM2.5,PM10,CO,NO2,SO2,O3,zPM2.5,zPM10,zCO,zNO2,zSO2,zO3,风速,压强,降水量,温度,湿度,PM2.5差异,PM10差异,CO差异,NO2差异,SO2差异,O3差异
2019/3/30 13:00,88,144,1.82,29,21,111,107.25,150.14,.511,32.91,14,90.74,1.286,1018.372,180.6,17.72,45.81,19.25,6.13999999999999,-1.309,3.91,-7,-20.26
2019/3/30 16:00,45,108,1.19,21,16,104,48.91,74.83,.402,30,14,72.96,.856,1017.761,180.6,17.26,31,3.91,-33.17,-.788,9,-2,-31.04
2019/3/30 17:00,50,124,1.08,21,16,90,51.5,77.74,.4,27,14,70.46,.922,1018.408,180.6,15.96,32.5,1.5,-46.26,-.68,6,-2,-19.54
2019/3/30 18:00,35,86,1.21,25,17,77,31.71,48.9,.4,27,14,54.76,.748,1020.033,180.6,15,27.29,-3.29,-37.1,-.81,2,-3,-22.24
2019/3/30 19:00,23,74,1.03,30,17,72,31.07,47.16,.4,28.98,14,50.27,.684,1020.851,180.6,14.31,29.16,8.07,-26.84,-.63,-1.02,-3,-21.73
2019/3/30 20:00,16,63,.96,31,18,68,23.19,31.88,.4,31.04,14,47.94,.696,1021.96,180.6,13.92,27,7.19,-31.12,-.56,.0399999999999991,-4,-20.06
2019/3/30 21:00,19,55,.95,30,20,68,16.44,22.78,.4,32,14,45.5,.717,1022.856,180.6,13,25.24,-2.56,-32.22,-.55,2,-6,-22.5
2019/3/30 22:00,10,48,.84,22,15,72,15.09,20.5,.4,30.48,14,43.77,.966,1023.15,180.6,13,24.46,5.09,-27.5,-.44,8.48,-1,-28.23
2019/3/30 23:00,10,50,.82,20,16,73,12,16.62,.4,27.47,14,43.42,1.106,1023.283,180.6,12,24.62,2,-33.38,-.42,7.47,-2,-29.58
2019/3/31 0:00,10,64,.83,19,18,71,11.43,16.27,.4,27.11,14,42.95,1.236,1023.482,180.6,12,24.36,1.43,-47.73,-.43,8.11,-4,-28.05
2019/3/31 1:00,16,61,.98,33,20,50,15.26,20.77,.4,27.08,14,38.46,.997,1023.467,180.6,11.79,26,-.74,-40.23,-.58,-5.92,-6,-11.54
2019/3/31 2:00,17,64,1.2,26,21,54,22.73,31.46,.4,41.71,14,34.56,.922,1023.507,180.6,10.68,38.34,5.73,-32.54,-.8,15.71,-7,-19.44
2019/3/31 3:00,18,50,.93,15,15,73,27.71,38.48,.4,35.96,14,35.43,.871,1023.661,180.6,10,46.66,9.71,-11.52,-.53,20.96,-1,-37.57
2019/3/31 4:00,18,54,.94,14,15,74,21.61,29.93,.4,27,14,40.65,.85,1023.967,180.6,9.44,38.8,3.61,-24.07,-.54,13,-1,-33.35
2019/3/31 5:00,14,48,1.01,23,15,67,19.83,27.3,.4,27.37,14,37.26,.489,1024.337,180.6,9,39.96,5.83,-20.7,-.61,4.37,-1,-29.74
2019/3/31 6:00,13,44,1,27,15,64,19.76,27.33,.4,32,14,37.56,.53,1024.63,180.6,9,42.15,6.76,-16.67,-.6,5,-1,-26.44
2019/3/31 7:00,20,65,.95,19,15,76,21.62,30.16,.4,37.31,14,42.76,.849,1025.116,180.6,9.67,42.35,1.62,-34.84,-.55,18.31,-1,-33.24
2019/3/31 8:00,15,64,1.07,15,17,83,18.13,25.28,.4,27.8,14,50.5,1.233,1025.519,180.6,11.76,33.59,3.13,-38.72,-.67,12.8,-3,-32.5
2019/3/31 9:00,20,64,1.01,12,16,92,19.58,26.6,.4,27,14,55.98,1.304,1025.631,180.6,14.02,29.07,-.420000000000002,-37.4,-.61,15,-2,-36.02
2019/3/31 10:00,17,66,.98,10,14,98,18.46,25.08,.4,26.56,14,60.13,1.372,1025.469,180.6,14.92,22.79,1.46,-40.92,-.58,16.56,0,-37.87
2019/3/31 11:00,17,58,.92,12,14,102,17.78,23.92,.4,25.86,14,65.03,1.165,1024.922,180.6,15.92,18.32,.780000000000001,-34.08,-.52,13.86,0,-36.97
2019/3/31 12:00,22,51,.93,12,14,108,21,28.33,.4,26.1,14,69.29,1.157,1024.1,180.6,16.62,17,-1,-22.67,-.53,14.1,0,-38.71
2019/3/31 13:00,17,61,.86,15,15,112,24.43,33.57,.4,25.57,14,76.71,1.243,1023.11,180.6,17.48,17.43,7.43,-27.43,-.46,10.57,-1,-35.29
2019/3/31 14:00,23,54,.82,29,16,106,28.41,41.85,.4,25.87,13.89,84.74,1.2,1022.365,180.6,18.26,17.09,5.41,-12.15,-.42,-3.13,-2.11,-21.26
2019/3/31 15:00,21,57,.85,30,16,107,30.26,45.35,.4,26.02,14,87.35,1.106,1021.719,180.6,18.98,17.04,9.26,-11.65,-.45,-3.98,-2,-19.65
2019/3/31 16:00,23,78,.82,20,16,115,31.81,48,.4,27.44,14,87.81,1.093,1021.691,180.6,18.41,17.93,8.81,-30,-.42,7.44,-2,-27.19
2019/3/31 17:00,25,63,.84,28,16,107,32.73,49.62,.4,26.93,14,87.22,1.042,1022.14,180.6,16.6,20.18,7.73,-13.38,-.44,-1.07,-2,-19.78
2019/3/31 18:00,25,56,.96,45,16,82,34.81,53.17,.4,27.78,14,83.09,.844,1022.485,180.6,14.35,23.37,9.81,-2.83,-.56,-17.22,-2,1.09
2019/3/31 19:00,26,74,1.09,78,17,47,42.67,65.04,.4,49.49,14,71.92,.643,1022.873,180.6,13.71,27.31,16.67,-8.95999999999999,-.69,-28.51,-3,24.92
2019/3/31 20:00,45,89,1.16,73,18,46,41.83,66.19,.4,92.26,14,63.57,.694,1023.623,180.6,12.96,33.64,-3.17,-22.81,-.76,19.26,-4,17.57
2019/3/31 21:00,36,87,1.22,73,17,36,43.76,68.63,.4,86.67,14,56.89,.622,1024.274,180.6,12,37.61,7.76,-18.37,-.82,13.67,-3,20.89
2019/4/1 0:00,39,73,1.15,73,17,23,46.09,72.89,.4,81.85,15.91,31.81,.493,1024.322,180.6,10,48.59,7.09,-.109999999999999,-.75,8.84999999999999,-1.09,8.81
2019/4/1 1:00,37,82,1.18,86,16,12,44.22,70.04,.4,92.37,14.51,34.45,.549,1023.918,180.6,9.98,47.86,7.22,-11.96,-.78,6.37,-1.49,22.45
2019/4/1 2:00,34,83,1.15,92,18,6,44.26,69.65,.4,105.23,15.95,31.84,.474,1023.095,180.6,9,49.4,10.26,-13.35,-.75,13.23,-2.05,25.84
2019/4/1 3:00,45,92,1.13,84,20,8,45.63,72.46,.4,119.02,16.38,32.88,.538,1022.958,180.6,9,49.33,.630000000000003,-19.54,-.73,35.02,-3.62,24.88
2019/4/1 4:00,40,87,1.25,80,20,5,47.93,76.46,.4,113.12,16.07,30.9,.793,1023.024,180.6,8.73,54.17,7.93,-10.54,-.85,33.12,-3.93,25.9
2019/4/1 5:00,39,89,1.37,71,20,12,51.67,82.56,.4,106.05,17,26.95,.426,1023.4,180.6,8,60.51,12.67,-6.44,-.97,35.05,-3,14.95
2019/4/1 7:00,45,95,1.18,45,20,40,56.44,84.33,.41,98.9,16.94,31.29,.996,1024.092,180.6,11.5,54.37,11.44,-10.67,-.77,53.9,-3.06,-8.71
2019/4/1 8:00,47,95,1.19,42,18,59,51.52,77.92,.4,67.28,14.12,41.22,1.148,1024.144,180.6,14.04,46.28,4.52,-17.08,-.79,25.28,-3.88,-17.78
2019/4/1 9:00,31,88,1.12,35,16,80,45.94,71.13,.4,54.34,14,53.75,1.122,1024.169,180.6,17.28,36.06,14.94,-16.87,-.72,19.34,-2,-26.25
2019/4/1 10:00,28,86,1.04,22,16,113,43.87,68,.4,35.52,14,65.02,1.112,1023.948,180.6,18.9,32.33,15.87,-18,-.64,13.52,-2,-47.98
2019/4/1 11:00,32,74,1.02,17,16,131,40.56,63.65,.4,26.87,14,81.56,1.093,1023.139,180.6,19.91,26.59,8.56,-10.35,-.62,9.87,-2,-49.44
2019/4/1 12:00,29,64,.93,12,16,144,40.45,63.45,.4,25.35,14,95.31,1.082,1021.967,180.6,20.92,24.65,11.45,-.549999999999997,-.53,13.35,-2,-48.69
2019/4/1 13:00,25,76,.97,12,15,152,38.5,60.06,.4,25,13.9,104.25,1.333,1020.985,180.6,21.35,21.35,13.5,-15.94,-.57,13,-1.1,-47.75
2019/4/1 14:00,30,68,.95,14,15,150,38.49,60.08,.4,25.06,13.45,111.38,1.208,1019.9,180.6,22.04,20.25,8.49,-7.92,-.55,11.06,-1.55,-38.62
2019/4/1 15:00,28,66,.94,19,15,146,38.49,60.13,.4,25,13.89,111.87,1.313,1019.253,180.6,22,19.79,10.49,-5.87,-.54,6,-1.11,-34.13
2019/4/1 16:00,23,65,1.08,23,16,135,37.02,57.65,.4,25.68,14,109.74,1.167,1019.153,180.6,21.12,20.35,14.02,-7.35,-.68,2.68,-2,-25.26
2019/4/1 17:00,29,62,1.02,31,15,124,37.05,57.95,.4,26.2,14,101.7,.85,1018.693,180.6,19.93,21.75,8.05,-4.05,-.62,-4.8,-1,-22.3
2019/4/1 18:00,30,64,1.06,49,14,95,35.64,55.04,.4,27,14,97.29,1.196,1018.633,180.6,18.04,23.53,5.64,-8.96,-.66,-22,0,2.29000000000001
2019/4/1 19:00,31,72,1.34,118,16,22,36.23,55.83,.4,44.48,14,73.44,.419,1019.304,180.6,16.15,26.5,5.23,-16.17,-.94,-73.52,-2,51.44
2019/4/1 20:00,36,93,1.35,129,16,12,40.51,63.84,.419,99.81,15,59.81,.288,1019.63,180.6,14.49,32.02,4.51,-29.16,-.931,-29.19,-1,47.81
2019/4/1 21:00,43,97,1.25,115,16,18,44.61,70.12,.4,137.9,16.76,62.92,.398,1019.871,180.6,14.27,34.82,1.61,-26.88,-.85,22.9,.760000000000002,44.92
2019/4/1 22:00,62,104,1.28,113,15,12,55.79,81.6,.4,125.84,16.67,61.26,.391,1019.767,180.6,13.35,43.02,-6.21,-22.4,-.88,12.84,1.67,49.26
2019/4/1 23:00,52,126,1.4,107,16,4,57.36,83.05,.4,133.88,16.74,47.98,.238,1019.736,180.6,12.45,48.5,5.36,-42.95,-1,26.88,.739999999999998,43.98
2019/4/2 0:00,49,97,1.35,96,16,4,56.93,83.77,.416,138.56,17,41.98,.221,1019.535,180.6,11.95,51.93,7.93,-13.23,-.934,42.56,1,37.98
2019/4/2 1:00,49,76,1.29,85,16,8,53.69,81.29,.4,127.25,17,33.12,.304,1019.28,180.6,11.35,53.2,4.69,5.29000000000001,-.89,42.25,1,25.12
2019/4/2 2:00,42,75,1.24,81,17,11,50.23,77.92,.4,109.04,17,29.46,.421,1018.856,180.6,11.79,51.35,8.23,2.92,-.84,28.04,0,18.46
2019/4/2 3:00,45,80,1.21,64,19,28,48.48,76.29,.4,102.73,17,28.71,.407,1018.493,180.6,11.32,50.57,3.48,-3.70999999999999,-.81,38.73,-2,.710000000000001
2019/4/2 4:00,45,81,1.24,64,19,29,56.61,83.59,.407,83.56,16.3,29.63,.37,1018.039,180.6,11,53,11.61,2.59,-.833,19.56,-2.7,.629999999999999
2019/4/2 5:00,55,86,1.34,78,19,21,66.71,91.91,.4,88.13,16.6,33.11,.544,1018.465,180.6,11,56.67,11.71,5.91,-.94,10.13,-2.4,12.11
2019/4/2 6:00,61,108,1.41,76,20,25,72.41,98.57,.409,104.85,17,34.65,.409,1018.791,180.6,11.61,57.52,11.41,-9.43000000000001,-1.001,28.85,-3,9.65
2019/4/2 8:00,56,114,1.32,60,22,54,69.48,93.85,.5,89.02,15.61,49.91,.715,1018.998,180.6,16.52,42.67,13.48,-20.15,-.82,29.02,-6.39,-4.09
2019/4/2 9:00,51,99,1.2,53,19,73,62.28,83.98,.5,72.57,14.02,53.78,.817,1019.122,180.6,18,38.8,11.28,-15.02,-.7,19.57,-4.98,-19.22
2019/4/2 13:00,42,86,.58,22,17,108,39.81,62.44,.4,27,14,80.63,.807,1017.26,180.6,20.47,27.98,-2.19,-23.56,-.18,5,-3,-27.37
2019/4/2 14:00,40,69,.52,21,17,118,39.43,61.98,.4,26.76,14,83.86,.847,1016.725,180.6,20.98,27.61,-.57,-7.02,-.12,5.76,-3,-34.14
2019/4/2 15:00,39,64,.65,29,16,112,37.52,58.39,.4,26.56,14,84.83,.741,1016.561,180.6,19.76,28.52,-1.48,-5.61,-.25,-2.44,-2,-27.17
2019/4/2 16:00,37,69,.55,32,16,108,41.45,65.23,.4,28.36,14,86.36,.666,1016.949,180.6,18.55,33.66,4.45,-3.77,-.15,-3.64,-2,-21.64
2019/4/2 17:00,35,72,.56,38,15,98,40.39,63.46,.4,33,14,83.28,.713,1017.272,180.6,17.69,35.11,5.39,-8.54,-.16,-5,-1,-14.72
2019/4/2 18:00,30,63,.54,46,16,84,39.66,62.74,.4,35.4,14,73.79,.609,1017.521,180.6,16.98,34.19,9.66,-.259999999999998,-.14,-10.6,-2,-10.21
2019/4/2 19:00,36,69,.63,68,15,58,40.54,63.11,.402,47.22,14.04,65.85,.53,1018.087,180.6,16,34.44,4.54,-5.89,-.228,-20.78,-.960000000000001,7.84999999999999
2019/4/2 20:00,41,76,.8,112,15,12,41.31,65.04,.4,76.59,14.39,56.89,.424,1019.244,180.6,16,35.33,.310000000000002,-10.96,-.4,-35.41,-.609999999999999,44.89
2019/4/2 21:00,38,96,.71,108,16,14,43.83,68.48,.45,120.7,16.57,48.5,.369,1020.33,180.6,15,39.54,5.83,-27.52,-.26,12.7,.57,34.5
2019/4/3 0:00,51,83,.73,86,15,11,49.38,75.05,.467,126.05,17,38.35,.273,1020.444,180.6,14.15,50.36,-1.62,-7.95,-.263,40.05,2,27.35
2019/4/3 1:00,44,79,.68,78,15,15,50.32,76.38,.468,113.62,17,34.18,.332,1020.198,180.6,14,52.08,6.32,-2.62,-.212,35.62,2,19.18
2019/4/3 2:00,47,69,.66,89,15,4,51.92,78.11,.411,101.58,17,28.66,.25,1020.076,180.6,13.74,55.58,4.92,9.11,-.249,12.58,2,24.66
2019/4/3 3:00,48,74,.73,89,15,3,47.46,74.48,.446,122.67,17,29.39,.231,1020.317,180.6,13.15,56.59,-.539999999999999,.480000000000004,-.284,33.67,2,26.39
2019/4/3 4:00,48,79,.75,101,21,2,47.94,74.74,.5,114.35,17,27.21,.224,1020.503,180.6,13,59.29,-.0600000000000023,-4.26000000000001,-.25,13.35,-4,25.21
2019/4/3 5:00,58,120,.88,71,23,13,65.36,92.32,.5,122.16,17,37.38,.373,1021.096,180.6,13,57.86,7.36,-27.68,-.38,51.16,-6,24.38
2019/4/3 6:00,93,135,.81,48,17,24,132.41,180.8,.5,111.1,17,31.78,.646,1021.756,180.6,13,72.29,39.41,45.8,-.31,63.1,0,7.78
2019/4/3 7:00,110,127,.83,30,14,58,147.17,203.76,.5,89.95,17,28.59,.717,1022.412,180.6,13.56,77.07,37.17,76.76,-.33,59.95,3,-29.41
2019/4/3 8:00,78,107,.69,27,14,82,110.22,151.59,.5,64.35,16.41,46.63,1.137,1023.235,180.6,14.53,70.55,32.22,44.59,-.19,37.35,2.41,-35.37
2019/4/3 9:00,61,95,.73,25,16,96,86.09,116.16,.5,46.82,14,62.36,1.139,1023.932,180.6,16.52,60.09,25.09,21.16,-.23,21.82,-2,-33.64
2019/4/3 10:00,61,95,.69,26,16,106,80.11,106.85,.495,37.84,14,72.38,1.138,1024,180.6,17.49,54.6,19.11,11.85,-.195,11.84,-2,-33.62
2019/4/3 11:00,60,95,.7,22,18,122,77.74,103.38,.5,31.66,14,80.15,1.034,1023.242,180.6,19.36,48.43,17.74,8.38,-.2,9.66,-4,-41.85
2019/4/3 12:00,59,99,.62,14,16,157,76.04,100.6,.5,28.04,14,91.79,1.268,1022.334,180.6,20.42,43.38,17.04,1.59999999999999,-.12,14.04,-2,-65.21
2019/4/3 13:00,50,86,.58,12,16,168,68.1,89.9,.437,26.12,14,110.6,1.075,1021.612,180.6,21.21,35.4,18.1,3.90000000000001,-.143,14.12,-2,-57.4
2019/4/3 14:00,48,83,.59,14,16,171,62.04,82.49,.4,25.85,14,118.94,1.166,1020.791,180.6,22.02,31.74,14.04,-.510000000000005,-.19,11.85,-2,-52.06
2019/4/3 16:00,44,94,.69,26,16,165,64.87,85.55,.406,26.28,14,128.6,.862,1019.832,180.6,21.43,35.94,20.87,-8.45,-.284,.280000000000001,-2,-36.4
2019/4/3 17:00,62,99,.8,31,16,152,71.5,94.38,.408,28,14,127.66,.696,1019.96,180.6,19.24,41.72,9.5,-4.62,-.392,-3,-2,-24.34
2019/4/3 18:00,69,103,.96,46,22,124,76.83,101.58,.42,41.48,14,117.88,.77,1020.325,180.6,17.4,49.3,7.83,-1.42,-.54,-4.52,-8,-6.12
2019/4/3 19:00,64,109,.98,49,24,107,81.89,110.38,.5,62.47,14,105.43,.67,1020.796,180.6,16.19,52.38,17.89,1.38,-.48,13.47,-10,-1.56999999999999
2019/4/3 20:00,66,106,.77,53,21,87,86.04,115.76,.461,68.2,14.07,93.91,.672,1020.989,180.6,15.28,56.11,20.04,9.76000000000001,-.309,15.2,-6.93,6.91
2019/4/3 21:00,68,105,.73,49,18,80,90.93,121.86,.4,81.73,14,80.66,.511,1021.282,180.6,14.45,60.71,22.93,16.86,-.33,32.73,-4,.659999999999997
2019/4/3 22:00,60,104,.66,32,16,82,87.39,116.04,.4,78.39,14.08,75.8,.812,1021.227,180.6,14,62.45,27.39,12.04,-.26,46.39,-1.92,-6.2
2019/4/3 23:00,56,90,.69,35,16,63,87.02,116.82,.4,56.89,14,63,.618,1020.814,180.6,13.68,66.75,31.02,26.82,-.29,21.89,-2,0
2019/4/4 0:00,62,93,.74,36,17,49,91.28,122.48,.4,59.95,14.5,49.03,.603,1020.733,180.6,13,72.93,29.28,29.48,-.34,23.95,-2.5,.0300000000000011
2019/4/4 1:00,69,95,.81,42,16,32,100.9,137.79,.4,62.81,16.05,36.69,.536,1020.333,180.6,12.5,76.83,31.9,42.79,-.41,20.81,.0500000000000007,4.69
2019/4/4 2:00,66,89,.86,43,16,25,105.25,143.46,.4,69.21,17,27.52,.371,1019.729,180.6,12,80.94,39.25,54.46,-.46,26.21,1,2.52
2019/4/4 3:00,74,91,.94,42,16,21,109.91,149.91,.408,70.66,17,26.23,.534,1018.951,180.6,12,84.11,35.91,58.91,-.532,28.66,1,5.23
2019/4/4 4:00,77,106,1.04,49,16,12,116.59,160,.422,71.28,17,26,.444,1018.548,180.6,12,86.2,39.59,54,-.618,22.28,1,14
2019/4/4 5:00,80,99,1.26,52,16,10,123.74,171.3,.5,80.76,17,26,.556,1018.439,180.6,11.91,87.65,43.74,72.3,-.76,28.76,1,16
2019/4/4 6:00,92,109,1.13,50,16,18,133.17,187.52,.5,85.56,17,26,.539,1018.67,180.6,12.02,87.13,41.17,78.52,-.63,35.56,1,8
2019/4/4 7:00,102,121,1.02,42,16,34,137.74,193.38,.5,86.15,17,26.21,.581,1018.847,180.6,13.53,81.17,35.74,72.38,-.52,44.15,1,-7.79
2019/4/4 8:00,95,125,.91,38,15,58,125.5,176.39,.5,72.11,17,30.39,.717,1019.163,180.6,14.72,73.91,30.5,51.39,-.41,34.11,2,-27.61
2019/4/4 9:00,77,110,.88,29,16,100,100.89,138.2,.5,53.16,14.67,46.78,.951,1018.722,180.6,17.69,58.71,23.89,28.2,-.38,24.16,-1.33,-53.22
2019/4/4 10:00,80,117,.91,23,17,135,103.27,139,.5,34.73,14,64.55,.936,1018.327,180.6,19.27,52.09,23.27,22,-.41,11.73,-3,-70.45
2019/4/4 11:00,77,106,.77,19,17,152,104.71,140.71,.5,28,14,104.43,1.514,1016.686,180.6,20.43,46,27.71,34.71,-.27,9,-3,-47.57
2019/4/4 12:00,68,102,.68,18,16,157,96.14,128.07,.443,27.71,14,112.89,1.171,1016.05,180.6,20.68,43.59,28.14,26.07,-.237,9.71,-2,-44.11
2019/4/4 13:00,59,89,.6,20,15,152,82.23,109,.4,26.79,14,117.62,1.44,1014.96,180.6,19.79,42.08,23.23,20,-.2,6.79,-1,-34.38
2019/4/4 14:00,58,90,.58,22,15,148,76,100.86,.4,28,14,114.57,1.029,1014.443,180.6,19.57,43.43,18,10.86,-.18,6,-1,-33.43
2019/4/4 15:00,46,72,.58,22,14,126,60.94,81.31,.4,28.67,14,114.58,.919,1013.586,180.6,19,48.36,14.94,9.31,-.18,6.67,0,-11.42
2019/4/4 16:00,40,61,.6,28,14,104,47.62,70.91,.4,30.02,14,101.02,.86,1012.981,180.6,18.02,51.11,7.62,9.91,-.2,2.02,0,-2.98
2019/4/4 17:00,35,52,.66,36,14,78,43.23,67.25,.4,39.59,14,85.18,1.089,1013.075,180.6,17.59,55.59,8.23,15.25,-.26,3.59,0,7.18000000000001
2019/4/4 18:00,35,66,.73,45,15,59,53.12,76.81,.4,59.45,14,69.29,.955,1013.264,180.6,16.52,63.14,18.12,10.81,-.33,14.45,-1,10.29
2019/4/4 19:00,54,75,.84,61,15,32,65.62,88.68,.4,76.04,14,59,.896,1013.851,180.6,16,68.06,11.62,13.68,-.44,15.04,-1,27
2019/4/4 20:00,50,77,.78,66,15,22,73.69,99.33,.4,102.69,14.81,50.83,.863,1014.148,180.6,15.31,71.96,23.69,22.33,-.38,36.69,-.19,28.83
2019/4/4 21:00,54,80,.87,74,15,7,78.41,105.44,.4,107.35,16.41,42.52,.709,1014.117,180.6,15,75,24.41,25.44,-.47,33.35,1.41,35.52
2019/4/4 22:00,59,82,.91,66,14,7,83.75,114.69,.4,120.13,17,34.94,.594,1013.948,180.6,14,80.17,24.75,32.69,-.51,54.13,3,27.94
2019/4/4 23:00,61,76,.94,64,14,6,88.98,121.53,.436,106.66,17,29.17,.496,1013.655,180.6,13.51,83.66,27.98,45.53,-.504,42.66,3,23.17
2019/4/5 0:00,56,78,.99,65,15,4,92.04,126.06,.471,99.5,17,26.58,.442,1012.946,180.6,13,87.17,36.04,48.06,-.519,34.5,2,22.58
2019/4/5 1:00,65,84,1.24,61,18,10,97.54,135.09,.5,103.22,17,26.37,.502,1012.3,180.6,12.8,89.11,32.54,51.09,-.74,42.22,-1,16.37
2019/4/5 2:00,61,86,1.39,58,17,8,99.73,136.33,.5,100.65,17,27.2,.511,1011.805,180.6,13,87.2,38.73,50.33,-.89,42.65,0,19.2
2019/4/5 3:00,67,83,1.57,54,18,12,100.04,137.17,.522,94,17,25.91,.472,1011.361,180.6,12.2,89.63,33.04,54.17,-1.048,40,-1,13.91
2019/4/5 4:00,70,86,1.23,42,23,27,105.25,144.4,.592,74.62,17,25.46,.346,1011.477,180.6,12.02,91.48,35.25,58.4,-.638,32.62,-6,-1.54
2019/4/5 5:00,71,83,1.8,58,24,10,113.65,156.59,.5,74.59,17,27.2,.728,1011.854,180.6,12.87,89.17,42.65,73.59,-1.3,16.59,-7,17.2
2019/4/5 6:00,78,109,1.71,55,26,15,115.85,160.72,.631,93.85,17,26.04,.531,1012.504,180.6,12.96,89.54,37.85,51.72,-1.079,38.85,-9,11.04
2019/4/5 8:00,77,105,1.75,43,30,64,99.13,133.58,.784,80.51,17,35.18,.9,1012.698,180.6,17.78,67.82,22.13,28.58,-.966,37.51,-13,-28.82
2019/4/5 9:00,69,109,1.25,30,23,102,90.88,120.66,.844,58.02,16.24,59.7,1.1,1012.914,180.6,20.04,57.02,21.88,11.66,-.406,28.02,-6.76,-42.3
2019/4/5 10:00,62,94,1.07,26,21,115,84.5,111.63,.526,29.92,14,81.16,1.245,1012.782,180.6,21.24,51.42,22.5,17.63,-.544,3.92,-7,-33.84
2019/4/5 11:00,74,96,1.04,19,20,139,84.55,111.31,.5,28.07,14,90.07,1.052,1011.852,180.6,22.86,47.98,10.55,15.31,-.54,9.07,-6,-48.93
2019/4/5 12:00,60,91,.91,15,19,159,76.12,99.93,.5,26.83,14,105.07,1.188,1011.079,180.6,24.12,42.88,16.12,8.93000000000001,-.41,11.83,-5,-53.93
2019/4/5 13:00,52,83,1,17,19,167,68.96,90.02,.5,26.02,14,119.96,1.224,1010.093,180.6,24.8,39.78,16.96,7.02,-.5,9.02,-5,-47.04
2019/4/5 14:00,54,82,1.03,18,19,172,66.25,86.72,.5,26,14,128.79,1.272,1009.085,180.6,24.98,38.96,12.25,4.72,-.53,8,-5,-43.21
2019/4/5 15:00,44,82,1.11,21,19,171,60.09,79.67,.5,26.31,14,136.2,1.096,1008.654,180.6,25.44,36.94,16.09,-2.33,-.61,5.31,-5,-34.8
2019/4/5 16:00,52,76,1.34,30,23,162,60.54,79.98,.5,26.85,14,138.72,1.011,1008.569,180.6,24.87,38.72,8.54,3.98,-.84,-3.15,-9,-23.28
2019/4/5 17:00,62,87,1.19,39,24,136,64.45,84.53,.509,28.68,14,135.57,1.323,1008.519,180.6,23.11,42.81,2.45,-2.47,-.681,-10.32,-10,-.430000000000007
2019/4/5 18:00,63,99,1.1,46,17,116,89.33,119.5,.515,47.48,14.37,104.98,.579,1008.977,180.6,21.48,47.13,26.33,20.5,-.585,1.48,-2.63,-11.02
2019/4/5 19:00,61,99,1.38,67,16,74,72.31,94.96,.5,53.29,14,99.15,.487,1009.54,180.6,20.46,48.69,11.31,-4.04000000000001,-.88,-13.71,-2,25.15
2019/4/5 20:00,78,119,1.6,114,16,21,83.7,110.55,.504,87,16.13,79.92,.362,1010.34,180.6,19.13,53.25,5.7,-8.45,-1.096,-27,.129999999999999,58.92
2019/4/5 21:00,92,143,1.69,116,16,14,109.58,145.96,.575,110.47,17,65.66,.275,1010.54,180.6,17.62,59.06,17.58,2.96000000000001,-1.115,-5.53,1,51.66
2019/4/5 22:00,79,125,1.2,85,16,41,86.35,114.29,.555,101.8,17,69.55,.34,1010.558,180.6,17,60.69,7.34999999999999,-10.71,-.645,16.8,1,28.55
2019/4/5 23:00,72,105,1.1,48,19,62,79.06,105.56,.5,109.15,16.7,73.3,.517,1010.517,180.6,17,60.43,7.06,.560000000000002,-.6,61.15,-2.3,11.3
2019/4/6 0:00,62,94,1.2,49,23,50,82.47,109.96,.5,79.82,16.41,60.41,.486,1010.286,180.6,16.27,66.22,20.47,15.96,-.7,30.82,-6.59,10.41
2019/4/6 1:00,74,91,1.08,37,22,56,89.98,120.28,.5,83.07,17,53.94,.744,1009.828,180.6,16,70.22,15.98,29.28,-.58,46.07,-5,-2.06
2019/4/6 2:00,63,76,.99,29,24,64,88.48,118.29,.5,63.77,15.42,48.83,.669,1009.238,180.6,16,72.79,25.48,42.29,-.49,34.77,-8.58,-15.17
2019/4/6 3:00,54,72,1.19,39,26,52,80.4,107.21,.5,54.73,14.25,47.71,.79,1008.819,180.6,15.87,72.98,26.4,35.21,-.69,15.73,-11.75,-4.29
2019/4/6 4:00,58,75,1.25,43,28,42,84.44,112.25,.5,66.53,16.33,43.67,.705,1008.42,180.6,15.44,74.51,26.44,37.25,-.75,23.53,-11.67,1.67
2019/4/6 5:00,67,80,1.28,46,28,39,90.15,120.5,.5,70.67,17,38.7,.559,1008.27,180.6,15,77.46,23.15,40.5,-.78,24.67,-11,-.299999999999997
2019/4/6 6:00,68,95,1.19,38,31,59,91.69,123.48,.5,79.04,17,41.19,.765,1008.844,180.6,15.25,76.56,23.69,28.48,-.69,41.04,-14,-17.81
2019/4/6 7:00,66,82,1.44,36,39,71,78.67,104.98,.5,68.41,15.33,54.13,1.093,1008.981,180.6,17.7,66.78,12.67,22.98,-.94,32.41,-23.67,-16.87
2019/4/6 8:00,54,88,1.2,30,31,86,67.06,88.61,.635,62.7,15.61,64.19,1.026,1008.944,180.6,20.28,58.11,13.06,.609999999999999,-.565,32.7,-15.39,-21.81
2019/4/6 9:00,46,76,1.2,29,31,95,59.66,79.68,.57,38.11,14,69.57,1.33,1008.784,180.6,22.09,52,13.66,3.68000000000001,-.63,9.11,-17,-25.43
2019/4/6 10:00,54,87,1.08,25,27,113,55,75.63,.6,33.35,14,80.18,1.435,1008.39,180.6,23.7,47.8,1,-11.37,-.48,8.35,-13,-32.82
